Principle#,Principle Description,Warehouse#,Warehouse Description,Location#,Location Description,Item#,Item Description,Size,OnHand,OnSales,OnHand Base,OnSales Base,Stock Value OnHand,Stock Value OnSales,Tonnage,WAS,SWC,Age of Goods
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G46940,GAR SAKURA WHITE NIGHT CREAM 20ML (1X24),CTN-PCS,    18.  18.  0. 0 ,    18.  18.  0. 0 ,450,450,"12,113,100","12,113,100",0,3.010,5,38
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G46933,GAR SAKURA WHITE NIGHT CREAM 50ML (1X12),CTN-PCS,     3.  10.  0. 0 ,     3.  10.  0. 0 ,46,46,"3,191,250","3,191,250",0,0.008,6,38
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G40112A,GAR COL NAT ASEAN FASH SCH 6.64 (BOX) (1X96),,    28.  58.  0. 0 ,    28.  58.  0. 0 ,"2,746","2,746","39,116,770","39,116,770",0,2.027,13,87
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G40068A,GAR COL NAT ASEAN FASH SCH 5.32 (BOX) (1X96),,    50.  39.  0. 0 ,    50.  39.  0. 0 ,"4,839","4,839","68,931,555","68,931,555",0,8.006,6,43
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G39614,GAR MEN ACNO FIGHT WASABI F 100ML (1X12),CTN-PCS,    25.  11.  0. 0 ,    25.   8.  0. 0 ,311,308,"8,601,638","8,518,664",0,13.001,2,14
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G39611A,GAR COL NAT ULT SCH PLUM RED 6.26 (BOX) (1X96),,    11.  56.  0. 0 ,    11.  56.  0. 0 ,"1,112","1,112","15,840,440","15,840,440",0,1.014,10,70
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G39468A,GAR COL NAT ULT SCH MIDN BLU 3.1 (BOX) (1X96),,    19.  52.  0. 0 ,    19.  52.  0. 0 ,"1,876","1,876","26,723,620","26,723,620",0,1.035,14,99
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G39314.,GCN ULTRA KIT SH GOLDEN BROWN 7.3 (1X12),,     4.   3.  0. 0 ,     4.   2.  0. 0 ,51,50,"2,344,623","2,298,650",0,0.011,5,33
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G39215.,GCN ULTRA KIT SH MIDNIGHT BLUE 3.1 (1X12),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"45,973","45,973",0,.,0,0
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G38560A,GAR COL NAT REG ASEAN FASHION KITS 6.64 (1X12),,     0.   5.  0. 0 ,     0.   5.  0. 0 ,5,5,"229,865","229,865",0,0.001,5,50
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G38560.,GAR COL NAT REG ASEAN FASHION KITS 6.64 (1X12),,     0.  10.  0. 0 ,     0.  10.  0. 0 ,10,10,"459,730","459,730",0,0.003,3,23
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G34222,GAR SG LOW PH NC 100.0MLT EBT (1X12),,    66.   0.  0. 0 ,    66.   0.  0. 0 ,792,792,"19,780,200","19,780,200",0,4.006,15,102
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G34147,GAR BCAA LOW PH SALIC 100.0MLT EBT (1X12),,    52.   1.  0. 0 ,    52.   1.  0. 0 ,625,625,"15,609,375","15,609,375",0,3.008,14,99
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G34062,GAR BC LOW PH VIT C 100.0MLT EBT (1X12),,    66.   1.  0. 0 ,    66.   1.  0. 0 ,793,793,"19,805,175","19,805,175",0,4.005,15,104
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G33872,GAR SAKURA WHITE DAY CREAM SPF21 50ML (1X12),CTN-PCS,     5.   2.  0. 0 ,     5.   2.  0. 0 ,62,62,"3,997,326","3,997,326",0,1.007,3,22
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G31605,CN ULTRA COOL ASH SACHET EB (1X96),,     9.  67.  0. 0 ,     9.  67.  0. 0 ,931,931,"13,262,095","13,262,095",0,3.056,3,19
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G31559,GAR DRY TOUCH NC 7ML EB (1X300),,    25. 180.  0. 0 ,    25. 180.  0. 0 ,"7,680","7,680","40,496,640","40,496,640",0,0.023,334,2304
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G31429,GAR DRY TOUCH NC 30ML EB (1X24),,    27.   6.  0. 0 ,    27.   6.  0. 0 ,654,654,"20,387,142","20,387,142",0,0.021,31,213
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G31221,GAR DRY TOUCH SA 30ML EB (1X24),,    59.  20.  0. 0 ,    59.  20.  0. 0 ,"1,436","1,436","44,764,428","44,764,428",0,0.012,120,813
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G31054,GAR DRY TOUCH BRIGHT 7ML EB (1X300),,    23. 153.  0. 0 ,    23. 153.  0. 0 ,"7,053","7,053","37,190,469","37,190,469",0,0.022,321,2204
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G30927,GAR DRY TOUCH BRIGHT 30ML EB (1X24),,    31.  10.  0. 0 ,    31.  10.  0. 0 ,754,754,"23,504,442","23,504,442",0,1.021,17,116
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G30163,GAR AF GENTLE CLEANSER 100ML EBT (1X12),,    24.   8.  0. 0 ,    24.   8.  0. 0 ,296,296,"8,214,000","8,214,000",0,2.002,11,80
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G30113A,GAR COLOR NATURAL EX  4 SCH (BOX) 1X96),,     0.   3.  0. 0 ,,3,0,"42,735",0,0,3.023,0,0
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G29952,GAR MICELLAR EXFO 125ML (1X24),,   222.   4.  0. 0 ,   222.   4.  0. 0 ,"5,332","5,332","112,947,756","112,947,756",0,2.007,97,667
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G29914,GAR MICELLAR EXFO 400ML (1X6),,     9.   1.  0. 0 ,     9.   1.  0. 0 ,55,55,"2,401,300","2,401,300",0,3.000,3,21
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G29589,GAR CLEAN MICELLAR WATER 400ML-PINK (1X6),CTN-PCS,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"80,054","80,054",0,.,0,0
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G29572,GAR CLEAN MICELLAR WATER 125ML-PINK (1X24),CTN-PCS,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"27,288","27,288",0,2.005,0,0
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G28919,GAR COL NAT PURPLE GLOW RADIANT BLUEBERRY (1X96),,    11.  81.  0. 0 ,    11.  81.  0. 0 ,"1,137","1,137","16,196,565","16,196,565",0,0.052,22,152
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G27521,SUPER UV COOLING GEL SPF50 30ML EBT (1X24),,     0.   9.  0. 0 ,     0.   9.  0. 0 ,9,9,"414,585","414,585",0,1.003,0,2
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G27496.,GAR COLOR NATURAL HAIR CLR-4 BROWN (1X12),,     1.   3.  0. 0 ,     1.   3.  0. 0 ,15,15,"689,595","689,595",0,0.008,2,13
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G27489.,GAR COLOR NATURAL HAIR CLR-3.16 BURGUNDY (1X12),,     0.   9.  0. 0 ,     0.   9.  0. 0 ,9,9,"413,757","413,757",0,0.004,2,17
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G27484,SUPER UV COOLING GEL SPF35 20ML EB (1X24),,     1.  23.  0. 0 ,     1.  23.  0. 0 ,47,47,"1,247,756","1,247,756",0,1.009,1,10
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G27472.,GAR COLOR NATURAL HAIR CLR-3 DARKEST BRW (1X12),,    15.  11.  0. 0 ,    15.  11.  0. 0 ,191,191,"8,704,825","8,704,825",0,1.003,13,86
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G27465.,GAR COLOR NATURAL HAIR CLR-1 NAT BLACK (1X12),,     4.   7.  0. 0 ,     4.   7.  0. 0 ,55,55,"2,528,515","2,528,515",0,1.000,5,31
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G26791,GAR BRIGHT COMP SERUM CLEANSER 100ML EBT (1X12),,    31.   9.  0. 0 ,    31.   9.  0. 0 ,381,381,"11,031,093","11,031,093",0,5.008,6,39
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G25749,GAR BRIGHT COMP VIT C AQUA GEL 20ML EB (1X24),,    14.   4.  0. 0 ,    14.   4.  0. 0 ,340,340,"9,152,120","9,152,120",0,0.008,43,291
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G25664,GAR BRIGHT COMP VIT C AQUA GEL 50ML EBT (1X12),,     4.   5.  0. 0 ,     4.   5.  0. 0 ,53,53,"3,676,875","3,676,875",0,0.004,13,84
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G25404,GAR MCLR SALIC BLUE 50ML EB (1X48),,     3.  37.  0. 0 ,     3.  37.  0. 0 ,181,181,"2,854,732","2,854,732",0,1.022,3,18
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G25183,GAR SAKURA GLOW RP CERAMIDE WT GEL 20ML EB (1X24),,   102.   2.  0. 0 ,   102.   2.  0. 0 ,"2,450","2,450","65,949,100","65,949,100",0,0.004,613,4900
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G25107,GAR SAKURA GLOW RP CERAMIDE WT GEL 50ML EBT (1X12),,     9.   1.  0. 0 ,     9.   1.  0. 0 ,109,109,"7,561,875","7,561,875",0,0.003,36,234
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G23325,GAR UV SUPER SERUM 30ML EBT (1X12),,     0.   5.  0. 0 ,     0.   5.  0. 0 ,5,5,"242,090","242,090",0,1.004,0,2
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G19670,GAR MICELLAR SALICYLIC BLUE 400ML (1X6),,    28.   4.  0. 0 ,    28.   4.  0. 0 ,172,172,"13,889,516","13,889,516",0,7.000,4,28
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G19656V.,GAR MICELLAR BLUE 125  GWP (1X20),,     0.   3.  0. 0 ,     0.   3.  0. 0 ,3,3,"81,864","81,864",0,.,0,0
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G19656,GAR MICELLAR SALICYLIC BLUE 125ML (1X24),,    33.   9.  0. 0 ,    33.   9.  0. 0 ,801,801,"21,857,688","21,857,688",0,13.009,2,17
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G19524,GAR PURE ACTIVE FOAM 100ML (1X12),CTN-PCS,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"26,178","26,178",0,3.005,0,0
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G18291,GAR BRIGHT COMP ANTIACNE 3IN1 SERUM 30ML (1X12),,     2.   7.  0. 0 ,     2.   7.  0. 0 ,31,31,"3,294,758","3,294,758",0,0.004,8,52
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G18284,GAR BRIGHT COMP ANTIACNE 3IN1 SERUM 15ML (1X24),,     2.   6.  0. 0 ,     2.   6.  0. 0 ,54,54,"3,441,555","3,441,555",0,0.009,6,42
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G18222,GAR BRIGHT COMP ANTIACNE 3IN1 FOAM 100ML (1X12),,     0.   5.  0. 0 ,     0.   5.  0. 0 ,5,5,"137,825","137,825",0,3.010,0,1
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G17881,GAR MICELLAR BI-PHASE 50ML EB (1X48),,     9.   8.  0. 0 ,     9.   8.  0. 0 ,440,440,"8,872,600","8,872,600",0,2.027,4,25
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G16967A,GAR MEN ACNO FIGHT 6IN1 FOAM 50ML (1X24),CTN-PCS,    10.  10.  0. 0 ,    10.  10.  0. 0 ,250,250,"4,879,500","4,879,500",0,3.000,3,24
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G15298,GAR MEN ACNO FIGHT 6IN1 FOAM 100ML (1X12),CTN-PCS,   123.   3.  0. 0 ,   123.   3.  0. 0 ,"1,479","1,479","40,906,182","40,906,182",0,19.007,6,44
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G14451,GAR LIGHT COMP SACH SPOUT 7ML (1X300),CTN-PCS,    20. 144.  0. 0 ,    20. 144.  0. 0 ,"6,144","6,144","28,416,000","28,416,000",0,3.128,6,41
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G14217,GAR MICELLAR ROSE 400ML (1X6),,    12.   5.  0. 0 ,    12.   5.  0. 0 ,77,77,"6,217,981","6,217,981",0,4.002,3,20
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G14194,GAR MICELLAR ROSE 125ML (1X24),,    31.  14.  0. 0 ,    31.  14.  0. 0 ,758,758,"20,684,304","20,684,304",0,10.008,3,21
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G13869,GAR MICELLAR BRIGHTENING VIT C 400 ML (1X6),,    16.   5.  0. 0 ,    16.   5.  0. 0 ,101,101,"8,156,053","8,156,053",0,3.005,4,31
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G13845,GAR MICELLAR BRIGHTENING VIT C 125 ML (1X24),,    44.  17.  0. 0 ,    44.  17.  0. 0 ,"1,073","1,073","29,280,024","29,280,024",0,11.004,4,28
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G13746,GAR LC DARK SPOT SERUM 15ML EB (1X24),,     4.  20.  0. 0 ,     4.  20.  0. 0 ,116,116,"7,393,028","7,393,028",0,1.008,4,25
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G11715A,GAR COLOR NATURAL EXPRESS-SH 3.16 BOX (1X96),CTN-PCS,    14.  41.  0. 0 ,    14.  41.  0. 0 ,"1,385","1,385","19,729,325","19,729,325",0,1.063,9,60
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G11377,GAR LC DARK SPOT SERUM 30ML EBT (1X12),,    10.   1.  0. 0 ,    10.   1.  0. 0 ,121,121,"12,848,990","12,848,990",0,2.001,5,33
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G10721,GAR SAKURA HYALURON SERUM 30 ML (1X12),,     0.   4.  0. 0 ,     0.   4.  0. 0 ,4,4,"424,760","424,760",0,0.010,0,3
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G10316,GAR LIGHT COMP CREAM 40ML (1X12),CTN-PCS,     0.   3.  0. 0 ,     0.   3.  0. 0 ,3,3,"126,270","126,270",0,0.005,1,4
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G10293,GAR LIGHT COMP CREAM 20ML (1X24),CTN-PCS,    28.   7.  0. 0 ,    28.   7.  0. 0 ,679,679,"14,445,725","14,445,725",0,4.014,6,43
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G10004,GAR LC YUZU SUPER ESS 7.5ML SINGLE SCH (1X144),,     5.  42.  0. 0 ,     5.  42.  0. 0 ,762,762,"11,630,406","11,630,406",0,0.118,6,45
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G09910A,GAR COLOR NATURAL EXPRESS-SH 1 BOX (1X96),CTN-PCS,    36.  75.  0. 0 ,    36.  66.  0. 0 ,"3,531","3,522","50,299,095","50,170,890",0,6.010,6,42
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G09897A,GAR COLOR NATURAL EXPRESS-SH 3 BOX (1X96),CTN-PCS,    33.  52.  0. 0 ,    33.  52.  0. 0 ,"3,220","3,220","45,868,900","45,868,900",0,4.033,8,53
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G09534,GAR SW WHIP FOAM 100ML (1X12),,     0.   8.  0. 0 ,     0.   8.  0. 0 ,8,8,"220,520","220,520",0,2.005,0,2
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G09204,GAR MEN TL OIL CONTROL SCRB 100ML (1X12),CTN-PCS,    20.   0.  0. 0 ,    20.   0.  0. 0 ,240,240,"6,637,920","6,637,920",0,7.005,3,19
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G09181A,GAR MEN TL OIL CONTROL SCRB 50ML (1X24),CTN-PCS,     5.  12.  0. 0 ,     5.  12.  0. 0 ,132,132,"2,576,310","2,576,310",0,1.006,4,30
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G09167,GAR MEN TL OIL CONTROL FOAM 100ML (1X12),CTN-PCS,    22.   0.  0. 0 ,    21.  10.  0. 0 ,264,262,"7,301,712","7,246,396",0,9.000,2,17
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G09050.,GAR MICELLAR WTR PINK 50ML EB (1X48),,     1.  42.  0. 0 ,     1.  42.  0. 0 ,90,90,"1,431,900","1,431,900",0,4.030,0,3
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G09022,BC WHIP FOAM 50ML AS (1X24),,     1.  18.  0. 0 ,     1.  18.  0. 0 ,42,42,"889,686","889,686",0,0.023,2,13
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G09015,GAR  BRIGHT COMPLETE WHIP FOAM 100ML (1X12),,     2.   1.  0. 0 ,     2.   1.  0. 0 ,25,25,"689,125","689,125",0,1.011,1,8
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G047435,GAR MEN POWER WHITE SUPER DUO FOAM-100ML (1X12),CTN-PCS,     8.   9.  0. 0 ,     8.   7.  0. 0 ,105,103,"2,904,090","2,848,774",0,6.008,1,9
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G03662,GAR SW DAY CREAM SPF21 20ML EB (1X24),,    33.   2.  0. 0 ,    33.   2.  0. 0 ,794,794,"21,372,892","21,372,892",0,4.006,8,54
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G02672,GAR LIGHT COMP NIGHT YOGHURT 7ML (1X300),CTN-PCS,     7.  12.  0. 0 ,     6. 288.  0. 0 ,"2,112","2,088","9,768,000","9,657,000",0,3.297,2,12
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G02627,GAR MEN MEN TURBO BRIGHT SUPER DUO FOAM (1X12),,     7.   1.  0. 0 ,     7.   1.  0. 0 ,85,85,"2,350,845","2,350,845",0,1.009,4,29
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G02429,GAR LIGHT COMP YUZU DAY SPF19 20ML (1X24),CTN-PCS,    18.  20.  0. 0 ,    18.  20.  0. 0 ,452,452,"12,166,936","12,166,936",0,2.019,7,47
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G02005,GAR CLEAN MICELLAR WATER 400ML BIPHASE (1X6),,    14.   2.  0. 0 ,    14.   2.  0. 0 ,86,86,"9,140,338","9,140,338",0,3.001,5,31
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G01378,GAR MEN TLOC INTENSIVE 3IN1 FOAM-50ML (1X24),CTN-PCS,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"19,518","19,518",0,1.018,0,0
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G01323,GAR MEN TLOC INTENSIVE 3IN1 FOAM-100ML (1X12),CTN-PCS,    22.   3.  0. 0 ,    21.  11.  0. 0 ,267,263,"7,384,686","7,274,054",0,8.000,3,19
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G01194,GAR LIGHT COMP FOAM 9ML (1X300),CTN-PCS,     4.  84.  0. 0 ,     4.  84.  0. 0 ,"1,284","1,284","5,938,500","5,938,500",0,2.071,2,13
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G01187,GAR SAKURA WHITE CLEANSER 9ML (1X300),CTN-PCS,     9.  48.  0. 0 ,     9.  48.  0. 0 ,"2,748","2,748","12,709,500","12,709,500",0,2.042,4,30
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G00609,GAR LIGHT COMP SCRUB 100ML (1X12),CTN-PCS,    19.   6.  0. 0 ,    19.   3.  0. 0 ,234,231,"6,125,652","6,047,118",0,12.007,2,11
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G00593,GAR LIGHT COMP SCRUB 50ML (1X24),CTN-PCS,     6.   2.  0. 0 ,     6.   0.  0. 0 ,146,144,"2,430,900","2,397,600",0,3.023,2,11
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G00036,GAR LIGHT COMP FOAM 50ML (1X24),CTN-PCS,    16.  21.  0. 0 ,    16.  21.  0. 0 ,405,405,"6,743,250","6,743,250",0,8.006,2,14
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G00029,GAR LIGHT COMP FOAM 100ML (1X12),CTN-PCS,   142.   4.  0. 0 ,   142.   1.  0. 0 ,"1,708","1,705","44,712,024","44,633,490",0,24.007,6,40
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,T2001238.,TOILET ROLL MONTISS 238 S (1X12),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"17,786","17,786",0,1.003,0,0
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2005150,HANDTOWEL PULPIES MAXISAVE 150 S (1X24),,   155.  21.  0. 0 ,   145.  21.  0. 0 ,"3,741","3,501","19,352,193","18,110,673",0,27.002,6,40
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2004600,JUMBO PACK SIERRA 600 S (1X18),,    30.  16.  0. 0 ,    29.  10.  0. 0 ,556,532,"6,849,920","6,554,240",0,6.009,5,33
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2004254,POP UP NAPKIN PULPIES 150S (1X60),,   231.   0.  0. 0 ,   231.   0.  0. 0 ,"13,860","13,860","22,126,658","22,126,658",0,8.014,28,194
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2004253,SOFT PACK SIERRA 250 S 4IN1 (1X12),,    25.   5.  0. 0 ,    25.   2.  0. 0 ,305,302,"7,436,229","7,363,086",0,32.009,1,5
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2004252,SOFT PACK SIERRA 160 S (1X60),,    93.   0.  0. 0 ,    93.   0.  0. 0 ,"5,580","5,580","21,802,176","21,802,176",0,15.002,6,43
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2004251,POP UP SIERRA 200 S (1X48),,     4.  12.  0. 0 ,     4.  12.  0. 0 ,204,204,"444,312","444,312",0,3.024,1,8
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2004250,SOFT PACK SIERRA 250 S D&C (1X48),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"6,095","6,095",0,.,0,0
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2003260,SOFT PACK MONTISS 260 S (1X48),,     1.  25.  0. 0 ,     1.  25.  0. 0 ,73,73,"469,675","469,675",0,0.010,7,51
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2003251,SOFT PACK MONTISS 150 S (1X48),,    47.  46.  0. 0 ,    47.  46.  0. 0 ,"2,302","2,302","8,289,686","8,289,686",0,9.040,5,34
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2003250,SOFT PACK MONTISS 250 S (1X48),CTN-PCS,  4470.   3.  0. 0 ,  4468.  27.  0. 0 ,"214,563","214,491","1,307,819,417","1,307,380,558",0,436.021,10,71
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2003205,SOFT PACK MONTISS 200S+50S 2 IN 1 (1X24),,  2597.  21.  0. 0 ,  2597.  21.  0. 0 ,"62,349","62,349","730,273,262","730,273,262",0,159.010,16,113
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2003202,SOFT PACK MONTISS 200S 2 IN 1 (1X30),,   304.   0.  0. 0 ,   304.   0.  0. 0 ,"9,120","9,120","95,513,760","95,513,760",0,14.015,21,145
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2003200,SOFT PACK MONTISS 200 S (1X60),,    18.  19.  0. 0 ,    18.  19.  0. 0 ,"1,099","1,099","5,754,914","5,754,914",0,2.009,9,59
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2003185,SOFT PACK MONTISS 185 S (1X60),,   345.  18.  0. 0 ,   344.  36.  0. 0 ,"20,718","20,676","97,996,140","97,797,480",0,44.013,8,54
116,PT.SUN PAPER SOURCE,201001,GUDANG UTAMA,201R01,RAK UTAMA,R2003150,HANDTOWEL MONTISS 150 S (1X48),,     6.  46.  0. 0 ,     6.  46.  0. 0 ,334,334,"1,916,452","1,916,452",0,0.020,17,115
